,alpha,subset,alpha_sim,alpha_sep,alpha_sim_err,alpha_sep_err,beta,beta_sim,beta_sep,beta_sim_err,beta_sep_err,gamma,gamma_sim,gamma_sep,gamma_sim_err,gamma_sep_err,sig_int,sig_int_sim,sig_int_sep,sig_int_sim_err,sig_int_sep_err
0,0.05,lowz,0.05000000000057058,0.05937716681466089,6.938893903907228e-18,6.938893903907228e-18,3.2,3.200000000011244,3.2608412075659565,4.440892098500626e-16,0.0,-0.1,-0.09999999999861366,-0.048202011619491836,1.3877787807814457e-17,0.0,0.0,1.2329485574287272e-12,0.018957072088549756,2.0194839173657902e-28,3.469446951953614e-18
1,0.05,DES,0.04999994511283079,0.07572633652223226,0.0,0.0,3.2,3.2000014295286427,3.1460235145381974,0.0,0.0,-0.1,-0.09999989279976618,-0.07676026363258935,0.0,0.0,0.0,1.5923343779055817e-07,0.02107015541224087,0.0,3.469446951953614e-18
2,0.05,PS1,0.04999999999949241,0.06219288394798166,6.938893903907228e-18,6.938893903907228e-18,3.2,3.2000000000056774,3.145283392664014,4.440892098500626e-16,4.440892098500626e-16,-0.1,-0.10000000000063643,-0.0899724449943807,1.3877787807814457e-17,1.3877787807814457e-17,0.0,6.939044499135476e-13,0.011605357623590521,1.0097419586828951e-28,1.734723475976807e-18
3,0.05,SDSS,0.050000000000049664,0.06010696856856635,6.938893903907228e-18,6.938893903907228e-18,3.2,3.1999999999980044,3.189127360146177,0.0,4.440892098500626e-16,-0.1,-0.09999999999947874,-0.08076212372272763,1.3877787807814457e-17,0.0,0.0,2.774412188284335e-13,0.011668176061813584,0.0,0.0
4,0.05,SNLS,0.050000000000502476,0.06780516418333023,0.0,0.0,3.2,3.200000000009797,3.1503378963826947,4.440892098500626e-16,0.0,-0.1,-0.10000000000188461,-0.08770176916465754,2.7755575615628914e-17,1.3877787807814457e-17,0.0,1.3796222383156605e-12,0.015247445891721471,0.0,1.734723475976807e-18
5,0.05,lowz,0.05009976905377808,0.059439603406519756,0.0008998162331693395,0.0008420380443606587,3.2,3.201620907427012,3.262219893423125,0.010021065692314132,0.009971262532278386,-0.1,-0.09960187908912975,-0.04801010933161956,0.0026264919792326376,0.0012660219688830946,0.01,0.010015248628070426,0.021381089838267885,0.000614381235587338,0.0005425830860526351
6,0.05,DES,0.05012715055742998,0.07574317226977204,0.0010346734304881161,0.00091962122155703,3.2,3.199784246750734,3.1460378984009094,0.008278112535820574,0.008089854831759504,-0.1,-0.09957087831602118,-0.07643095099962606,0.0016513336721143486,0.001267568001164025,0.01,0.009836636256097922,0.0231760852486616,0.0004566806218305983,0.00032938139411700586
7,0.05,PS1,0.050128551115435585,0.06231332566517594,0.00069906453445389,0.0006681529723453594,3.2,3.200437684768767,3.145757469049211,0.006623425064500378,0.006592725119270325,-0.1,-0.0999334907273116,-0.08991260497533929,0.0013051213403059013,0.0011742495800181822,0.01,0.009935112507487305,0.015275382393943306,0.00046107000692341107,0.0003315270323062735
8,0.05,SDSS,0.05003581537311366,0.06014532945830766,0.0005876441239159665,0.0005925232553701906,3.2,3.1985364909514997,3.1876611127430317,0.00834044636870536,0.008313568772722093,-0.1,-0.10002518575888462,-0.08078246427653968,0.0012247036061183336,0.0009890966416009797,0.01,0.00989164411936266,0.015302541149920029,0.0004313274205763719,0.00031343560193758114
9,0.05,SNLS,0.05007724351218167,0.06785643405781286,0.0007316664790013349,0.0007069008695602697,3.2,3.1975737925153482,3.147984134479433,0.007904612278478825,0.007826417498807784,-0.1,-0.09985412300989975,-0.08757383246344158,0.0014680639701912799,0.0012875180744359644,0.01,0.009926753221561453,0.018179065123595385,0.00040757008688484047,0.0002916459237448569
10,0.05,lowz,0.05031557527623638,0.05960012237041196,0.0017935523411630814,0.0016469042319263234,3.2,3.1923934389862705,3.252633708581921,0.02026569049287469,0.019624773258606263,-0.1,-0.09901228460551209,-0.04772591293059254,0.005784544443703126,0.0027882667850188322,0.02,0.019855866893203754,0.02734791177423783,0.0013391064362608099,0.001284286014546554
11,0.05,DES,0.050002942253902935,0.07573756653288738,0.0014897921294956215,0.0014759473623906483,3.2,3.2005853513916533,3.146590163112513,0.018947972831147436,0.018639013254244177,-0.1,-0.10003189455284492,-0.07678482825286559,0.0028695030051814913,0.0022026379794444404,0.02,0.019697501760105186,0.028858940225657527,0.0008752287597160209,0.0007213602725247576
12,0.05,PS1,0.049714983230731556,0.06194191086764582,0.0013834691294593046,0.001385974743640694,3.2,3.198951693243543,3.1440823119482633,0.013518369867557197,0.013138559319335344,-0.1,-0.10027920948647415,-0.09022365659567556,0.0025932858492137153,0.0023332426841938033,0.02,0.0197025962724768,0.022886875144775578,0.0007086110367588628,0.0006429859563787477
13,0.05,SDSS,0.05010409371901436,0.06020417726916898,0.0012511974696204397,0.0012648505615409505,3.2,3.199789997802936,3.188924764555296,0.012257977268866864,0.012210374405977371,-0.1,-0.0999318785022077,-0.08070710735440516,0.002514702298272565,0.0020309269813707192,0.02,0.01955255014595796,0.022768833841441845,0.0006188814279150881,0.0005589616379647383
