,alpha,subset,alpha_sim,alpha_sep,alpha_sim_err,alpha_sep_err,beta,beta_sim,beta_sep,beta_sim_err,beta_sep_err,gamma,gamma_sim,gamma_sep,gamma_sim_err,gamma_sep_err,sig_int,sig_int_sim,sig_int_sep,sig_int_sim_err,sig_int_sep_err
0,0.17,lowz,0.16999999999975032,0.1793771668145325,2.7755575615628914e-17,0.0,2.9,2.900000000029026,2.9608412075664505,0.0,4.440892098500626e-16,-0.1,-0.09999999999856879,-0.04820201161959664,0.0,0.0,0.0,2.633929441577124e-12,0.01895707208848712,0.0,0.0
1,0.17,DES,0.16999993458003385,0.1957263365220945,2.7755575615628914e-17,2.7755575615628914e-17,2.9,2.900001696082244,2.846023514539817,4.440892098500626e-16,4.440892098500626e-16,-0.1,-0.099999869250907,-0.07676026363274444,1.3877787807814457e-17,0.0,0.0,1.9011377727341166e-07,0.021070155412100746,2.6469779601696886e-23,3.469446951953614e-18
2,0.17,PS1,0.17000000000088963,0.18219288394813457,0.0,2.7755575615628914e-17,2.9,2.899999999999995,2.845283392662472,8.881784197001252e-16,4.440892098500626e-16,-0.1,-0.09999999999871852,-0.08997244499399945,1.3877787807814457e-17,0.0,0.0,8.745449880354222e-13,0.01160535762379175,1.0097419586828951e-28,1.734723475976807e-18
3,0.17,SDSS,0.16999999999980642,0.1801069685685425,0.0,2.7755575615628914e-17,2.9,2.900000000011924,2.8891273601459595,0.0,4.440892098500626e-16,-0.1,-0.10000000000069381,-0.08076212372261732,0.0,0.0,0.0,9.659664649898867e-13,0.011668176061829162,0.0,1.734723475976807e-18
4,0.17,SNLS,0.1699999999999011,0.18780516418346754,2.7755575615628914e-17,0.0,2.9,2.900000000008419,2.8503378963840733,4.440892098500626e-16,0.0,-0.1,-0.10000000000067018,-0.08770176916460282,1.3877787807814457e-17,2.7755575615628914e-17,0.0,7.567652386035041e-13,0.015247445891803778,0.0,1.734723475976807e-18
5,0.17,lowz,0.16987261594241257,0.17919597569661658,0.0008557852479356958,0.0007643233860194855,2.9,2.9017344095507918,2.9622265045730067,0.00809885835326463,0.008243300282438455,-0.1,-0.0994261906442863,-0.04792542396716061,0.0028161489580321307,0.0013574404480772367,0.01,0.00980510702850395,0.021256872711613636,0.0006879791402174999,0.0005495617936133926
6,0.17,DES,0.1699646375272159,0.1956791192805967,0.0008466726963132003,0.0006292896504162489,2.9,2.9005217286158453,2.846568556975265,0.008270818909492939,0.008266564818795627,-0.1,-0.09995353470711532,-0.07672469710629763,0.0016138359746175827,0.0012387846643539093,0.01,0.009846922521793524,0.023254502534810137,0.0005441680352086875,0.0003766670039122908
7,0.17,PS1,0.17000809009509346,0.18217023288920653,0.0007602651309576556,0.0007308571955343212,2.9,2.8993218023447804,2.8447431485607386,0.007210901183765024,0.007242156972190906,-0.1,-0.09974787626780786,-0.08974560310789052,0.0014024565728414527,0.0012618244685512778,0.01,0.00990484601269066,0.015241078668472251,0.0005135399569060835,0.0003342889679005856
8,0.17,SDSS,0.16999551911327201,0.18010801529176504,0.0006066103007758612,0.0005996211387897544,2.9,2.8994282326158607,2.888549646398774,0.005839294802346311,0.005818792725116405,-0.1,-0.10005469107682709,-0.08080629339784184,0.0011228348805144052,0.0009068252954287816,0.01,0.009941511043245059,0.015338048194592698,0.00047218569452926615,0.000336655041865538
9,0.17,SNLS,0.17003048990261121,0.1878287490165649,0.0007666578822489615,0.0007456013606955157,2.9,2.899049726413148,2.849406882392051,0.008840791245030748,0.008884393430766174,-0.1,-0.0999612187265907,-0.08766775730184097,0.001199033659449738,0.0010515737323021123,0.01,0.009849650110880038,0.018151725600718288,0.00047548205427502214,0.00030707051140194694
