,alpha,subset,alpha_sim,alpha_sep,alpha_sim_err,alpha_sep_err,beta,beta_sim,beta_sep,beta_sim_err,beta_sep_err,gamma,gamma_sim,gamma_sep,gamma_sim_err,gamma_sep_err,sig_int,sig_int_sim,sig_int_sep,sig_int_sim_err,sig_int_sep_err
0,0.08,lowz,0.0800000000024086,0.0893771668146055,1.3877787807814457e-17,0.0,3.1,3.09999999996398,3.160841207565019,4.440892098500626e-16,4.440892098500626e-16,-0.1,-0.09999999999794174,-0.04820201161959498,0.0,6.938893903907228e-18,0.0,4.032889092878923e-12,0.018957072088487122,0.0,0.0
1,0.08,DES,0.07999994211994556,0.10572633652232642,1.3877787807814457e-17,1.3877787807814457e-17,3.1,3.100001505145143,3.046023514538269,0.0,0.0,-0.1,-0.09999988628293308,-0.07676026363259202,1.3877787807814457e-17,0.0,0.0,1.6794697211582153e-07,0.021070155412312365,0.0,3.469446951953614e-18
2,0.08,PS1,0.08000000000062171,0.09219288394812761,0.0,1.3877787807814457e-17,3.1,3.09999999999917,3.0452833926639467,0.0,4.440892098500626e-16,-0.1,-0.09999999999913924,-0.08997244499403205,1.3877787807814457e-17,0.0,0.0,6.039427848911898e-13,0.011605357623726402,1.0097419586828951e-28,1.734723475976807e-18
3,0.08,SDSS,0.08000000000006245,0.09010696856866383,0.0,0.0,3.1,3.099999999998674,3.0891273601452083,8.881784197001252e-16,0.0,-0.1,-0.09999999999974124,-0.08076212372256883,0.0,0.0,0.0,1.579097349575846e-13,0.011668176061924445,0.0,1.734723475976807e-18
4,0.08,SNLS,0.08000000000042216,0.09780516418356433,1.3877787807814457e-17,2.7755575615628914e-17,3.1,3.10000000000818,3.0503378963829353,0.0,4.440892098500626e-16,-0.1,-0.10000000000105409,-0.08770176916453087,1.3877787807814457e-17,2.7755575615628914e-17,0.0,9.819887629776373e-13,0.015247445891903662,2.0194839173657902e-28,0.0
5,0.08,lowz,0.08008085645173413,0.08937705328847827,0.004249264843839439,0.004119262481380913,3.1,3.0954248260593573,3.155740681845802,0.04738134771216556,0.049170660809295774,-0.1,-0.09913651980704222,-0.04778579679668928,0.01294337173347663,0.006238965546946971,0.05,0.048446948320754545,0.05203201239300505,0.003623410104583622,0.0034809976424956543
6,0.08,DES,0.0795830286497754,0.10536607425651924,0.004125938495087812,0.003580978503233447,3.1,3.1033931314420538,3.0492962821640823,0.04296013449696328,0.04144762086929386,-0.1,-0.10022009367189444,-0.07692929530976073,0.007796375209591108,0.0059845177220688205,0.05,0.04974332425920289,0.05407319468190029,0.0024005903969994188,0.002204104906357592
7,0.08,PS1,0.08081996351668208,0.09293594983759114,0.004313237155185244,0.004240759676214078,3.1,3.0957166051735583,3.041345082502723,0.028869984523466497,0.0283144625228987,-0.1,-0.09936932371693383,-0.08940501012221694,0.006672636476810897,0.006003534183715543,0.05,0.04965416905329529,0.05098397396907137,0.0019611268817652213,0.0018993233951305093
8,0.08,SDSS,0.08034530396705873,0.09061863588054762,0.0033409226257157497,0.0033404719932492843,3.1,3.105586153755447,3.0945345474078225,0.029166841230332398,0.02930780910051808,-0.1,-0.10164602614365298,-0.08209148939341615,0.006265249029618357,0.005059948172883767,0.05,0.04954200403633579,0.05094865516438359,0.0020412104389044895,0.002002720503906621
9,0.08,SNLS,0.07961611297457945,0.09745171314998193,0.004043102307507396,0.003779785737968964,3.1,3.0936930594051897,3.0439460638238667,0.04106624399934243,0.04026544813294391,-0.1,-0.10017093912518743,-0.08785168580170714,0.005894552457610623,0.005169626789775718,0.05,0.049239765079376226,0.051564327584087015,0.002400205483857977,0.0023502036632071155
