,alpha,subset,alpha_sim,alpha_sep,alpha_sim_err,alpha_sep_err,beta,beta_sim,beta_sep,beta_sim_err,beta_sep_err,gamma,gamma_sim,gamma_sep,gamma_sim_err,gamma_sep_err,sig_int,sig_int_sim,sig_int_sep,sig_int_sim_err,sig_int_sep_err
0,0.11,lowz,0.1100000000000557,0.11937716681457135,1.3877787807814457e-17,1.3877787807814457e-17,2.8,2.7999999999873553,2.8608412075670704,4.440892098500626e-16,0.0,-0.1,-0.09999999999997122,-0.04820201161951035,0.0,6.938893903907228e-18,0.0,1.1664900672536505e-12,0.01895707208853469,0.0,0.0
1,0.11,DES,0.10999993774596799,0.1357263365223355,0.0,0.0,2.8,2.8000016116782573,2.7460235145377614,0.0,4.440892098500626e-16,-0.1,-0.09999987690808411,-0.07676026363248568,1.3877787807814457e-17,0.0,0.0,1.803575820223151e-07,0.021070155412329757,0.0,3.469446951953614e-18
2,0.11,PS1,0.10999999999951893,0.12219288394807006,0.0,1.3877787807814457e-17,2.8,2.800000000000811,2.745283392663884,0.0,0.0,-0.1,-0.1000000000007004,-0.08997244499405065,1.3877787807814457e-17,1.3877787807814457e-17,0.0,4.765694852715859e-13,0.01160535762368663,1.0097419586828951e-28,1.734723475976807e-18
3,0.11,SDSS,0.11000000000037208,0.12010696856846957,0.0,0.0,2.8,2.79999999998115,2.7891273601450672,8.881784197001252e-16,4.440892098500626e-16,-0.1,-0.09999999999902282,-0.08076212372276093,0.0,0.0,0.0,1.5250049589063485e-12,0.011668176061749705,0.0,1.734723475976807e-18
4,0.11,SNLS,0.10999999999930438,0.12780516418341312,0.0,0.0,2.8,2.800000000001244,2.750337896380878,8.881784197001252e-16,4.440892098500626e-16,-0.1,-0.09999999999989845,-0.08770176916468662,0.0,1.3877787807814457e-17,0.0,6.353420855800507e-13,0.015247445891820971,0.0,3.469446951953614e-18
5,0.11,lowz,0.11003092818476164,0.11941469775948667,0.0009968273067804167,0.0009205952925974789,2.8,2.7993592927590156,2.8602433405461927,0.009921893958896817,0.010043790348692318,-0.1,-0.100070413166751,-0.048235952182259886,0.0025227219400305793,0.0012160027223214302,0.01,0.009674677454923468,0.021301942657113764,0.000606510009112617,0.0005477536000280189
6,0.11,DES,0.11007660609331965,0.13579927556049767,0.00104351575327495,0.000911960540312233,2.8,2.7998337814258445,2.7458635086225933,0.008458311978639943,0.008478874149720787,-0.1,-0.09998538080055405,-0.07674913639154064,0.0016445895475756442,0.0012623912028219889,0.01,0.0099120426542358,0.02328758593107628,0.0005481901675326193,0.00042457637535915204
7,0.11,PS1,0.11019596069923528,0.12237959601712914,0.0006284600454817198,0.0006069374209365049,2.8,2.7990310174002597,2.7443559140810607,0.006201995550381587,0.006137965932015732,-0.1,-0.09992414731179712,-0.08990419847604696,0.0012872120852930869,0.0011581361854286244,0.01,0.009931513316360026,0.015270299925187716,0.00036397227827388875,0.0002962575240711181
8,0.11,SDSS,0.10983475099446995,0.11994785944118432,0.0006784388878400105,0.0006718956178548828,2.8,2.80088242838069,2.790003183510482,0.00856068805117302,0.008551387163655815,-0.1,-0.10006074895894233,-0.0808111858720344,0.0013052631810560244,0.001054158265174005,0.01,0.00987970560708088,0.015297246832879651,0.0003734521531609782,0.00027799631957825706
9,0.11,SNLS,0.11015300389213101,0.12798785376101518,0.0007767650845438625,0.0007683625441113222,2.8,2.800430144884028,2.750685242053724,0.008293402621646004,0.008384453985958782,-0.1,-0.10016672514374683,-0.08784799006538138,0.0013638623310536816,0.0011961313933377196,0.01,0.009888795946157639,0.018199554192729835,0.0004936705578027726,0.0003345759413113268
10,0.11,lowz,0.10958671931329121,0.11902621982751795,0.0015404244177854496,0.001454710480626153,2.8,2.798123067576735,2.85936871047173,0.01924102992962518,0.019588218419980992,-0.1,-0.10066473915708002,-0.048522429265274815,0.005388236271932339,0.002597238273894875,0.02,0.02014474447330137,0.027769018914457426,0.0011687597311636313,0.0011251211091007109
11,0.11,DES,0.10991589867063054,0.13550938455221626,0.0019292334342932373,0.001661254559247703,2.8,2.7987031391626704,2.7450039067578804,0.01804374869758607,0.018111591123084397,-0.1,-0.09948323553961998,-0.07636368836053581,0.002893561420468325,0.0022211052450409933,0.02,0.020001935237501586,0.028984597895712897,0.0010939606281645056,0.0009565460353659626
12,0.11,PS1,0.11020778862620334,0.12239996702546334,0.0016743840369116349,0.0015913970781150845,2.8,2.7996674946611546,2.744954053535139,0.013317251984272456,0.013083253123960265,-0.1,-0.09999421343662561,-0.08996723868153234,0.002383095986024487,0.002144129725358219,0.02,0.01984781487614128,0.022994763815580615,0.000742930016413198,0.0006883062351221562
13,0.11,SDSS,0.10983458500271003,0.11993670944568605,0.001288074194575117,0.0012915135136859373,2.8,2.8022798038996215,2.791412375145348,0.014454035701106625,0.01446843141527056,-0.1,-0.09995207142955616,-0.08072341559128138,0.0029567770757520347,0.002387955960033963,0.02,0.019655826980301307,0.02285941209966377,0.0006880441673500556,0.0006380452682352116
14,0.11,SNLS,0.1099203312145191,0.12766043463165422,0.0017983504240396096,0.001734680120255897,2.8,2.8033654715820706,2.753884835233659,0.013380109939188117,0.013386347549067933,-0.1,-0.09963459608939257,-0.08738130347051876,0.002549386948618978,0.0022358574568340514,0.02,0.01981630874651561,0.024978159919162378,0.0010054397004674376,0.0008534187069943425
15,0.11,lowz,0.10972036336921384,0.1192010691188813,0.002607827812726178,0.0025821639968723904,2.8,2.79963405636005,2.8611470482613686,0.0322786630901417,0.031901015977240495,-0.1,-0.10110416010186668,-0.04873423899991512,0.008099278083806189,0.003904014963187653,0.03,0.029421380419601774,0.035157373656564544,0.0017532004164864815,0.0015356672479628416
16,0.11,DES,0.11011270775265103,0.13603345259325436,0.0022843620662834135,0.0018737474776604948,2.8,2.7998100026628596,2.745424147515536,0.024177799382243553,0.023957810364539523,-0.1,-0.1007553130748763,-0.0773401384367561,0.004550156522635401,0.0034927119320463775,0.03,0.02927369311493438,0.036184683310321535,0.0016989254533164473,0.0014517672093632874
17,0.11,PS1,0.10951962738009989,0.12160577904929669,0.0022429411746024137,0.002209307462148621,2.8,2.8029087931371324,2.748671156012076,0.018289982223545383,0.01820698918049447,-0.1,-0.09912463466846862,-0.08918485740271795,0.004052997436022662,0.0036465808887175127,0.03,0.02999385111064721,0.03213092880348957,0.0012310610861941214,0.0011436604966329777
