,alpha,subset,alpha_sim,alpha_sep,alpha_sim_err,alpha_sep_err,beta,beta_sim,beta_sep,beta_sim_err,beta_sep_err,gamma,gamma_sim,gamma_sep,gamma_sim_err,gamma_sep_err,sig_int,sig_int_sim,sig_int_sep,sig_int_sim_err,sig_int_sep_err
0,0.08,lowz,0.08000000000003771,0.08937716681461301,0.0,1.3877787807814457e-17,3.0,3.00000000000445,3.0608412075661495,4.440892098500626e-16,0.0,-0.1,-0.10000000000108411,-0.04820201161955704,0.0,6.938893903907228e-18,0.0,6.38643912275983e-13,0.018957072088519003,1.0097419586828951e-28,3.469446951953614e-18
1,0.08,DES,0.07999994134975447,0.10572633652220947,0.0,0.0,3.0,3.0000015229729993,2.9460235145390716,4.440892098500626e-16,0.0,-0.1,-0.09999988473978456,-0.07676026363271272,1.3877787807814457e-17,0.0,0.0,1.7003467670882471e-07,0.021070155412205308,0.0,3.469446951953614e-18
2,0.08,PS1,0.07999999999943909,0.0921928839482994,0.0,1.3877787807814457e-17,3.0,3.0000000000013722,2.9452833926634967,4.440892098500626e-16,0.0,-0.1,-0.10000000000070183,-0.08997244499410711,1.3877787807814457e-17,1.3877787807814457e-17,0.0,5.358604759253453e-13,0.011605357623858524,1.0097419586828951e-28,0.0
3,0.08,SDSS,0.07999999999968299,0.0901069685684086,0.0,1.3877787807814457e-17,3.0,3.000000000015116,2.9891273601443245,4.440892098500626e-16,0.0,-0.1,-0.1000000000004383,-0.08076212372266062,0.0,1.3877787807814457e-17,0.0,1.2017984428660589e-12,0.011668176061742348,2.0194839173657902e-28,1.734723475976807e-18
4,0.08,SNLS,0.08000000000027363,0.09780516418332445,0.0,1.3877787807814457e-17,3.0,3.000000000007043,2.9503378963809515,0.0,0.0,-0.1,-0.10000000000024904,-0.08770176916464859,1.3877787807814457e-17,1.3877787807814457e-17,0.0,6.659085313222757e-13,0.015247445891751268,0.0,3.469446951953614e-18
5,0.08,lowz,0.07988866157559603,0.08924327139391508,0.0009303481999698084,0.0008817104938194848,3.0,2.9995855277920502,3.0602803803946705,0.0122590615584383,0.012116491166215423,-0.1,-0.09975944763758526,-0.048086060541675746,0.003011517826654463,0.0014516121727064693,0.01,0.0098194222306374,0.021315159665797577,0.0005891238810264905,0.0006338161679727612
6,0.08,DES,0.08004255342030975,0.10582445183154526,0.0008650795578060385,0.0007542157367577883,3.0,3.0022893421908248,2.948194882613407,0.009092003484890455,0.008918233373401127,-0.1,-0.10021562963950198,-0.07692586996567312,0.0017985897486615156,0.0013806021568518094,0.01,0.009876718420181093,0.023315444571230554,0.00047404224995961755,0.00042078814067837705
7,0.08,PS1,0.07990548708470023,0.09206071543857725,0.0005549546668750459,0.0005218527944418249,3.0,3.0016395532833626,2.947091928639681,0.006974748111002063,0.006912045202379141,-0.1,-0.09969116745021696,-0.0896945807980063,0.0012279605858021925,0.001104826162488104,0.01,0.010000411272747357,0.015297468387166198,0.000515822808136353,0.0003684843318923091
8,0.08,SDSS,0.08013217015706553,0.09025145622627058,0.0006300766392719573,0.0005964030290039088,3.0,3.00036865004363,2.989482759552698,0.006750295005884839,0.0067492402031556105,-0.1,-0.1001218713657793,-0.08086054962583561,0.0013004095253740008,0.0010502383496713832,0.01,0.00993097276282422,0.015337409490431218,0.00045975932200007066,0.00031760606793092153
9,0.08,SNLS,0.08004441238294406,0.09781748547768579,0.0007927452881861983,0.0007132834378967858,3.0,3.000158182845376,2.9505855875840847,0.008461441961726473,0.008470577833777793,-0.1,-0.09981976527589673,-0.08754370012290506,0.0015402801166540673,0.0013508529124094204,0.01,0.009889575404807194,0.01815524877550718,0.0004769327998509568,0.00034726078220073816
