,alpha,subset,alpha_sim,alpha_sep,alpha_sim_err,alpha_sep_err,beta,beta_sim,beta_sep,beta_sim_err,beta_sep_err,gamma,gamma_sim,gamma_sep,gamma_sim_err,gamma_sep_err,sig_int,sig_int_sim,sig_int_sep,sig_int_sim_err,sig_int_sep_err
0,0.14,lowz,0.1400000000014907,0.14937716681459798,0.0,0.0,3.2,3.200000000009552,3.260841207566295,4.440892098500626e-16,4.440892098500626e-16,-0.1,-0.0999999999971881,-0.048202011619582645,1.3877787807814457e-17,6.938893903907228e-18,0.0,1.8945949040138122e-12,0.0189570720885094,4.0389678347315804e-28,0.0
1,0.14,DES,0.1399999386949295,0.16572633652242666,0.0,2.7755575615628914e-17,3.2,3.200001596278536,3.1460235145407682,8.881784197001252e-16,4.440892098500626e-16,-0.1,-0.09999987823158288,-0.07676026363247863,0.0,0.0,0.0,1.7841923679979086e-07,0.021070155412338986,2.6469779601696886e-23,3.469446951953614e-18
2,0.14,PS1,0.13999999999970603,0.15219288394824312,0.0,0.0,3.2,3.2000000000002053,3.1452833926643065,8.881784197001252e-16,4.440892098500626e-16,-0.1,-0.10000000000039229,-0.0899724449939974,0.0,1.3877787807814457e-17,0.0,2.806316621432791e-13,0.011605357623796872,5.048709793414476e-29,0.0
3,0.14,SDSS,0.14000000000039103,0.15010696856858918,2.7755575615628914e-17,0.0,3.2,3.1999999999758932,3.1891273601452643,0.0,4.440892098500626e-16,-0.1,-0.09999999999893776,-0.08076212372259511,1.3877787807814457e-17,0.0,0.0,1.9173701733969806e-12,0.011668176061869257,0.0,1.734723475976807e-18
4,0.14,SNLS,0.1399999999997938,0.1578051641832852,0.0,0.0,3.2,3.200000000000362,3.150337896381342,4.440892098500626e-16,4.440892098500626e-16,-0.1,-0.09999999999993602,-0.08770176916467994,1.3877787807814457e-17,1.3877787807814457e-17,0.0,1.9573723025222485e-13,0.015247445891711892,2.524354896707238e-29,1.734723475976807e-18
5,0.14,lowz,0.13975877600845116,0.14919122195841814,0.0009416608292226444,0.000915257441957391,3.2,3.2005889077325578,3.2617887790010887,0.010573009721943465,0.010430804413678883,-0.1,-0.10058950786207035,-0.0484861662677284,0.0026991620051069706,0.0013010503830735906,0.01,0.009819732496884295,0.02145641025775379,0.0005944460938348803,0.0005337570129642742
6,0.14,DES,0.13986659332363213,0.16562611802354574,0.0009006692435171708,0.0007253109632273253,3.2,3.200568945248581,3.1465213602469775,0.00902966243667181,0.008981283237155049,-0.1,-0.10012864469182241,-0.076859105083745,0.0018425296836090017,0.0014143305629576968,0.01,0.009856259359106173,0.023292173640304562,0.0005368674429721918,0.00039363194502760806
7,0.14,PS1,0.13988781691585206,0.15208944853076012,0.0008417397862175664,0.0008166762721113481,3.2,3.2005523116877095,3.145796448450378,0.005056100937579756,0.00496006664172194,-0.1,-0.10007174403282373,-0.09003699485447786,0.0012931691787837962,0.0011634959280025633,0.01,0.009970584250149699,0.015309581562864721,0.00037415798292630287,0.0002634971882326448
8,0.14,SDSS,0.14007755309900927,0.15018262421191328,0.0007113795264384651,0.0007105524458402963,3.2,3.2008371919629415,3.1899665933095958,0.005641623050362668,0.005654514817849082,-0.1,-0.09998122626408,-0.08074696165488765,0.001394295408388896,0.0011260625827620944,0.01,0.009862298742710742,0.015278819318728053,0.0003684135411337061,0.0002828971814755545
9,0.14,SNLS,0.1399320425614204,0.15775750354326074,0.0007854013108892508,0.0007565251287118124,3.2,3.200557153737575,3.150838438358422,0.007686636243722637,0.007511041347350474,-0.1,-0.10011399388564873,-0.08780174381916524,0.0016329255706321597,0.001432104614631221,0.01,0.009968970699552198,0.018236158746102155,0.0004431813623813218,0.0003102197229234686
